# RvB, Thu Jun 26 16:41:55 2025
#
# Atmospheric refraction angle calculation using 2-layer Cassini approximation with parameters: 
# Tobs =      14.41 [deg C] observatory ambient temperature
# Pobs =     744.70 [hPa] observatory ambient pressure
# PWV =      744.70 [mm] Precipitable Water Vapor column
# h0w =     2000.00 [m] assumed height of moist air layer
# z =         53.97 [deg] zenith angle
#
#       wavelength             angle
#         [micron]          [arcsec]
    1.00010340e+00    5.70208489e+01
    1.00031103e+00    5.70207144e+01
    1.00051871e+00    5.70205798e+01
    1.00072643e+00    5.70204454e+01
    1.00093420e+00    5.70203109e+01
    1.00114201e+00    5.70201766e+01
    1.00134986e+00    5.70200422e+01
    1.00155775e+00    5.70199080e+01
    1.00176569e+00    5.70197738e+01
    1.00197367e+00    5.70196397e+01
    1.00218169e+00    5.70195056e+01
    1.00238976e+00    5.70193716e+01
    1.00259787e+00    5.70192376e+01
    1.00280603e+00    5.70191037e+01
    1.00301422e+00    5.70189699e+01
    1.00322246e+00    5.70188361e+01
    1.00343075e+00    5.70187023e+01
    1.00363907e+00    5.70185686e+01
    1.00384744e+00    5.70184350e+01
    1.00405585e+00    5.70183014e+01
    1.00426431e+00    5.70181679e+01
    1.00447281e+00    5.70180344e+01
    1.00468135e+00    5.70179010e+01
    1.00488994e+00    5.70177677e+01
    1.00509857e+00    5.70176344e+01
    1.00530724e+00    5.70175011e+01
    1.00551596e+00    5.70173679e+01
    1.00572472e+00    5.70172349e+01
    1.00593352e+00    5.70171018e+01
    1.00614236e+00    5.70169688e+01
    1.00635125e+00    5.70168358e+01
    1.00656019e+00    5.70167029e+01
    1.00676916e+00    5.70165701e+01
    1.00697818e+00    5.70164373e+01
    1.00718725e+00    5.70163045e+01
    1.00739635e+00    5.70161719e+01
    1.00760550e+00    5.70160392e+01
    1.00781469e+00    5.70159067e+01
    1.00802393e+00    5.70157742e+01
    1.00823321e+00    5.70156417e+01
    1.00844253e+00    5.70155093e+01
    1.00865190e+00    5.70153770e+01
    1.00886131e+00    5.70152447e+01
    1.00907077e+00    5.70151125e+01
    1.00928026e+00    5.70149803e+01
    1.00948980e+00    5.70148481e+01
    1.00969939e+00    5.70147161e+01
    1.00990902e+00    5.70145841e+01
    1.01011869e+00    5.70144521e+01
    1.01032840e+00    5.70143203e+01
    1.01053816e+00    5.70141884e+01
    1.01074796e+00    5.70140566e+01
    1.01095781e+00    5.70139249e+01
    1.01116770e+00    5.70137932e+01
    1.01137763e+00    5.70136616e+01
    1.01158761e+00    5.70135300e+01
    1.01179763e+00    5.70133985e+01
    1.01200769e+00    5.70132670e+01
    1.01221780e+00    5.70131357e+01
    1.01242795e+00    5.70130043e+01
    1.01263814e+00    5.70128730e+01
    1.01284838e+00    5.70127418e+01
    1.01305866e+00    5.70126106e+01
    1.01326899e+00    5.70124795e+01
    1.01347936e+00    5.70123484e+01
    1.01368977e+00    5.70122174e+01
    1.01390022e+00    5.70120864e+01
    1.01411072e+00    5.70119555e+01
    1.01432127e+00    5.70118247e+01
    1.01453186e+00    5.70116939e+01
    1.01474249e+00    5.70115632e+01
    1.01495316e+00    5.70114325e+01
    1.01516388e+00    5.70113019e+01
    1.01537464e+00    5.70111713e+01
    1.01558545e+00    5.70110408e+01
    1.01579630e+00    5.70109103e+01
    1.01600719e+00    5.70107799e+01
    1.01621813e+00    5.70106496e+01
    1.01642911e+00    5.70105193e+01
    1.01664014e+00    5.70103890e+01
    1.01685121e+00    5.70102588e+01
    1.01706232e+00    5.70101287e+01
    1.01727347e+00    5.70099986e+01
    1.01748467e+00    5.70098686e+01
    1.01769592e+00    5.70097386e+01
    1.01790721e+00    5.70096087e+01
    1.01811854e+00    5.70094788e+01
    1.01832991e+00    5.70093490e+01
    1.01854133e+00    5.70092193e+01
    1.01875280e+00    5.70090896e+01
    1.01896431e+00    5.70089599e+01
    1.01917586e+00    5.70088303e+01
    1.01938745e+00    5.70087008e+01
    1.01959909e+00    5.70085714e+01
    1.01981077e+00    5.70084419e+01
    1.02002250e+00    5.70083126e+01
    1.02023427e+00    5.70081832e+01
    1.02044609e+00    5.70080540e+01
    1.02065795e+00    5.70079248e+01
    1.02086985e+00    5.70077956e+01
    1.02108180e+00    5.70076665e+01
    1.02129379e+00    5.70075375e+01
