# RvB, Thu Jun 26 16:41:54 2025
#
# Atmospheric refraction angle calculation using 2-layer Cassini approximation with parameters: 
# Tobs =      14.41 [deg C] observatory ambient temperature
# Pobs =     744.70 [hPa] observatory ambient pressure
# PWV =      744.70 [mm] Precipitable Water Vapor column
# h0w =     2000.00 [m] assumed height of moist air layer
# z =         51.93 [deg] zenith angle
#
#       wavelength             angle
#         [micron]          [arcsec]
    1.00010340e+00    5.29817716e+01
    1.00031103e+00    5.29816467e+01
    1.00051871e+00    5.29815217e+01
    1.00072643e+00    5.29813969e+01
    1.00093420e+00    5.29812721e+01
    1.00114201e+00    5.29811474e+01
    1.00134986e+00    5.29810227e+01
    1.00155775e+00    5.29808981e+01
    1.00176569e+00    5.29807735e+01
    1.00197367e+00    5.29806489e+01
    1.00218169e+00    5.29805245e+01
    1.00238976e+00    5.29804000e+01
    1.00259787e+00    5.29802757e+01
    1.00280603e+00    5.29801514e+01
    1.00301422e+00    5.29800271e+01
    1.00322246e+00    5.29799029e+01
    1.00343075e+00    5.29797787e+01
    1.00363907e+00    5.29796546e+01
    1.00384744e+00    5.29795305e+01
    1.00405585e+00    5.29794066e+01
    1.00426431e+00    5.29792826e+01
    1.00447281e+00    5.29791587e+01
    1.00468135e+00    5.29790349e+01
    1.00488994e+00    5.29789111e+01
    1.00509857e+00    5.29787873e+01
    1.00530724e+00    5.29786636e+01
    1.00551596e+00    5.29785400e+01
    1.00572472e+00    5.29784164e+01
    1.00593352e+00    5.29782929e+01
    1.00614236e+00    5.29781694e+01
    1.00635125e+00    5.29780460e+01
    1.00656019e+00    5.29779226e+01
    1.00676916e+00    5.29777992e+01
    1.00697818e+00    5.29776760e+01
    1.00718725e+00    5.29775527e+01
    1.00739635e+00    5.29774296e+01
    1.00760550e+00    5.29773065e+01
    1.00781469e+00    5.29771834e+01
    1.00802393e+00    5.29770604e+01
    1.00823321e+00    5.29769374e+01
    1.00844253e+00    5.29768145e+01
    1.00865190e+00    5.29766916e+01
    1.00886131e+00    5.29765688e+01
    1.00907077e+00    5.29764461e+01
    1.00928026e+00    5.29763234e+01
    1.00948980e+00    5.29762007e+01
    1.00969939e+00    5.29760781e+01
    1.00990902e+00    5.29759556e+01
    1.01011869e+00    5.29758331e+01
    1.01032840e+00    5.29757106e+01
    1.01053816e+00    5.29755882e+01
    1.01074796e+00    5.29754659e+01
    1.01095781e+00    5.29753436e+01
    1.01116770e+00    5.29752214e+01
    1.01137763e+00    5.29750992e+01
    1.01158761e+00    5.29749770e+01
    1.01179763e+00    5.29748549e+01
    1.01200769e+00    5.29747329e+01
    1.01221780e+00    5.29746109e+01
    1.01242795e+00    5.29744890e+01
    1.01263814e+00    5.29743671e+01
    1.01284838e+00    5.29742453e+01
    1.01305866e+00    5.29741235e+01
    1.01326899e+00    5.29740018e+01
    1.01347936e+00    5.29738801e+01
    1.01368977e+00    5.29737585e+01
    1.01390022e+00    5.29736369e+01
    1.01411072e+00    5.29735154e+01
    1.01432127e+00    5.29733939e+01
    1.01453186e+00    5.29732725e+01
