# RvB, Thu Jun 26 16:41:53 2025
#
# Atmospheric refraction angle calculation using 2-layer Cassini approximation with parameters: 
# Tobs =      14.41 [deg C] observatory ambient temperature
# Pobs =     744.70 [hPa] observatory ambient pressure
# PWV =      744.70 [mm] Precipitable Water Vapor column
# h0w =     2000.00 [m] assumed height of moist air layer
# z =         39.72 [deg] zenith angle
#
#       wavelength             angle
#         [micron]          [arcsec]
    1.00010340e+00    3.45112977e+01
    1.00031103e+00    3.45112164e+01
    1.00051871e+00    3.45111351e+01
    1.00072643e+00    3.45110538e+01
    1.00093420e+00    3.45109726e+01
    1.00114201e+00    3.45108914e+01
    1.00134986e+00    3.45108102e+01
    1.00155775e+00    3.45107291e+01
    1.00176569e+00    3.45106480e+01
    1.00197367e+00    3.45105670e+01
    1.00218169e+00    3.45104859e+01
    1.00238976e+00    3.45104049e+01
    1.00259787e+00    3.45103240e+01
    1.00280603e+00    3.45102431e+01
    1.00301422e+00    3.45101622e+01
    1.00322246e+00    3.45100813e+01
    1.00343075e+00    3.45100005e+01
    1.00363907e+00    3.45099197e+01
    1.00384744e+00    3.45098390e+01
    1.00405585e+00    3.45097583e+01
    1.00426431e+00    3.45096776e+01
    1.00447281e+00    3.45095969e+01
    1.00468135e+00    3.45095163e+01
    1.00488994e+00    3.45094357e+01
    1.00509857e+00    3.45093552e+01
    1.00530724e+00    3.45092747e+01
    1.00551596e+00    3.45091942e+01
    1.00572472e+00    3.45091137e+01
    1.00593352e+00    3.45090333e+01
    1.00614236e+00    3.45089529e+01
    1.00635125e+00    3.45088726e+01
    1.00656019e+00    3.45087923e+01
    1.00676916e+00    3.45087120e+01
    1.00697818e+00    3.45086318e+01
    1.00718725e+00    3.45085516e+01
    1.00739635e+00    3.45084714e+01
    1.00760550e+00    3.45083913e+01
    1.00781469e+00    3.45083111e+01
    1.00802393e+00    3.45082311e+01
    1.00823321e+00    3.45081510e+01
    1.00844253e+00    3.45080710e+01
    1.00865190e+00    3.45079911e+01
    1.00886131e+00    3.45079111e+01
    1.00907077e+00    3.45078312e+01
    1.00928026e+00    3.45077513e+01
    1.00948980e+00    3.45076715e+01
    1.00969939e+00    3.45075917e+01
    1.00990902e+00    3.45075119e+01
    1.01011869e+00    3.45074322e+01
    1.01032840e+00    3.45073525e+01
    1.01053816e+00    3.45072728e+01
    1.01074796e+00    3.45071932e+01
    1.01095781e+00    3.45071136e+01
    1.01116770e+00    3.45070340e+01
    1.01137763e+00    3.45069545e+01
    1.01158761e+00    3.45068750e+01
    1.01179763e+00    3.45067955e+01
    1.01200769e+00    3.45067161e+01
    1.01221780e+00    3.45066367e+01
    1.01242795e+00    3.45065573e+01
    1.01263814e+00    3.45064780e+01
    1.01284838e+00    3.45063987e+01
    1.01305866e+00    3.45063194e+01
    1.01326899e+00    3.45062402e+01
    1.01347936e+00    3.45061610e+01
    1.01368977e+00    3.45060818e+01
    1.01390022e+00    3.45060027e+01
    1.01411072e+00    3.45059236e+01
    1.01432127e+00    3.45058445e+01
    1.01453186e+00    3.45057655e+01
    1.01474249e+00    3.45056865e+01
    1.01495316e+00    3.45056075e+01
    1.01516388e+00    3.45055286e+01
    1.01537464e+00    3.45054497e+01
    1.01558545e+00    3.45053708e+01
    1.01579630e+00    3.45052920e+01
    1.01600719e+00    3.45052132e+01
    1.01621813e+00    3.45051344e+01
    1.01642911e+00    3.45050557e+01
    1.01664014e+00    3.45049770e+01
    1.01685121e+00    3.45048983e+01
    1.01706232e+00    3.45048197e+01
    1.01727347e+00    3.45047411e+01
    1.01748467e+00    3.45046625e+01
    1.01769592e+00    3.45045840e+01
    1.01790721e+00    3.45045055e+01
    1.01811854e+00    3.45044270e+01
    1.01832991e+00    3.45043486e+01
    1.01854133e+00    3.45042702e+01
    1.01875280e+00    3.45041918e+01
    1.01896431e+00    3.45041135e+01
    1.01917586e+00    3.45040351e+01
    1.01938745e+00    3.45039569e+01
    1.01959909e+00    3.45038786e+01
    1.01981077e+00    3.45038004e+01
    1.02002250e+00    3.45037223e+01
    1.02023427e+00    3.45036441e+01
    1.02044609e+00    3.45035660e+01
    1.02065795e+00    3.45034879e+01
    1.02086985e+00    3.45034099e+01
    1.02108180e+00    3.45033319e+01
    1.02129379e+00    3.45032539e+01
    1.02150582e+00    3.45031760e+01
    1.02171790e+00    3.45030981e+01
    1.02193002e+00    3.45030202e+01
    1.02214219e+00    3.45029424e+01
    1.02235440e+00    3.45028645e+01
    1.02256666e+00    3.45027868e+01
    1.02277896e+00    3.45027090e+01
    1.02299130e+00    3.45026313e+01
    1.02320369e+00    3.45025536e+01
    1.02341612e+00    3.45024760e+01
    1.02362860e+00    3.45023984e+01
    1.02384112e+00    3.45023208e+01
    1.02405368e+00    3.45022433e+01
    1.02426629e+00    3.45021657e+01
    1.02447894e+00    3.45020882e+01
    1.02469164e+00    3.45020108e+01
    1.02490438e+00    3.45019334e+01
    1.02511716e+00    3.45018560e+01
    1.02532999e+00    3.45017786e+01
    1.02554286e+00    3.45017013e+01
    1.02575578e+00    3.45016240e+01
    1.02596874e+00    3.45015468e+01
    1.02618175e+00    3.45014696e+01
    1.02639480e+00    3.45013924e+01
    1.02660789e+00    3.45013152e+01
    1.02682103e+00    3.45012381e+01
    1.02703421e+00    3.45011610e+01
    1.02724744e+00    3.45010839e+01
    1.02746071e+00    3.45010069e+01
    1.02767402e+00    3.45009299e+01
    1.02788738e+00    3.45008530e+01
    1.02810079e+00    3.45007760e+01
    1.02831424e+00    3.45006991e+01
    1.02852773e+00    3.45006223e+01
    1.02874127e+00    3.45005454e+01
    1.02895485e+00    3.45004686e+01
    1.02916847e+00    3.45003919e+01
