# RvB, Thu Jun 26 16:41:54 2025
#
# Atmospheric refraction angle calculation using 2-layer Cassini approximation with parameters: 
# Tobs =      14.41 [deg C] observatory ambient temperature
# Pobs =     744.70 [hPa] observatory ambient pressure
# PWV =      744.70 [mm] Precipitable Water Vapor column
# h0w =     2000.00 [m] assumed height of moist air layer
# z =         51.93 [deg] zenith angle
#
#       wavelength             angle
#         [micron]          [arcsec]
    1.00010340e+00    5.29776492e+01
    1.00031103e+00    5.29775242e+01
    1.00051871e+00    5.29773992e+01
    1.00072643e+00    5.29772744e+01
    1.00093420e+00    5.29771495e+01
    1.00114201e+00    5.29770247e+01
    1.00134986e+00    5.29769000e+01
    1.00155775e+00    5.29767753e+01
    1.00176569e+00    5.29766506e+01
    1.00197367e+00    5.29765261e+01
    1.00218169e+00    5.29764016e+01
    1.00238976e+00    5.29762771e+01
    1.00259787e+00    5.29761527e+01
    1.00280603e+00    5.29760283e+01
    1.00301422e+00    5.29759040e+01
    1.00322246e+00    5.29757797e+01
    1.00343075e+00    5.29756555e+01
    1.00363907e+00    5.29755314e+01
    1.00384744e+00    5.29754072e+01
    1.00405585e+00    5.29752832e+01
    1.00426431e+00    5.29751592e+01
    1.00447281e+00    5.29750353e+01
    1.00468135e+00    5.29749114e+01
    1.00488994e+00    5.29747875e+01
    1.00509857e+00    5.29746637e+01
    1.00530724e+00    5.29745400e+01
    1.00551596e+00    5.29744163e+01
    1.00572472e+00    5.29742927e+01
    1.00593352e+00    5.29741691e+01
    1.00614236e+00    5.29740455e+01
    1.00635125e+00    5.29739220e+01
    1.00656019e+00    5.29737986e+01
    1.00676916e+00    5.29736752e+01
    1.00697818e+00    5.29735519e+01
    1.00718725e+00    5.29734286e+01
    1.00739635e+00    5.29733054e+01
    1.00760550e+00    5.29731822e+01
    1.00781469e+00    5.29730591e+01
    1.00802393e+00    5.29729361e+01
    1.00823321e+00    5.29728131e+01
    1.00844253e+00    5.29726901e+01
    1.00865190e+00    5.29725672e+01
    1.00886131e+00    5.29724443e+01
    1.00907077e+00    5.29723215e+01
    1.00928026e+00    5.29721988e+01
    1.00948980e+00    5.29720760e+01
    1.00969939e+00    5.29719534e+01
    1.00990902e+00    5.29718308e+01
    1.01011869e+00    5.29717083e+01
    1.01032840e+00    5.29715858e+01
    1.01053816e+00    5.29714633e+01
    1.01074796e+00    5.29713409e+01
    1.01095781e+00    5.29712186e+01
    1.01116770e+00    5.29710963e+01
    1.01137763e+00    5.29709741e+01
    1.01158761e+00    5.29708519e+01
    1.01179763e+00    5.29707297e+01
    1.01200769e+00    5.29706076e+01
    1.01221780e+00    5.29704856e+01
    1.01242795e+00    5.29703636e+01
    1.01263814e+00    5.29702417e+01
    1.01284838e+00    5.29701198e+01
    1.01305866e+00    5.29699980e+01
    1.01326899e+00    5.29698762e+01
    1.01347936e+00    5.29697545e+01
    1.01368977e+00    5.29696328e+01
    1.01390022e+00    5.29695112e+01
    1.01411072e+00    5.29693896e+01
    1.01432127e+00    5.29692681e+01
    1.01453186e+00    5.29691466e+01
    1.01474249e+00    5.29690252e+01
    1.01495316e+00    5.29689039e+01
    1.01516388e+00    5.29687825e+01
