# RvB, Thu Jun 26 16:41:53 2025
#
# Atmospheric refraction angle calculation using 2-layer Cassini approximation with parameters: 
# Tobs =      14.41 [deg C] observatory ambient temperature
# Pobs =     744.70 [hPa] observatory ambient pressure
# PWV =      744.70 [mm] Precipitable Water Vapor column
# h0w =     2000.00 [m] assumed height of moist air layer
# z =         51.93 [deg] zenith angle
#
#       wavelength             angle
#         [micron]          [arcsec]
    1.00010340e+00    5.29869246e+01
    1.00031103e+00    5.29867997e+01
    1.00051871e+00    5.29866749e+01
    1.00072643e+00    5.29865501e+01
    1.00093420e+00    5.29864254e+01
    1.00114201e+00    5.29863007e+01
    1.00134986e+00    5.29861761e+01
    1.00155775e+00    5.29860515e+01
    1.00176569e+00    5.29859270e+01
    1.00197367e+00    5.29858025e+01
    1.00218169e+00    5.29856781e+01
    1.00238976e+00    5.29855537e+01
    1.00259787e+00    5.29854294e+01
    1.00280603e+00    5.29853052e+01
    1.00301422e+00    5.29851810e+01
    1.00322246e+00    5.29850568e+01
    1.00343075e+00    5.29849327e+01
    1.00363907e+00    5.29848087e+01
    1.00384744e+00    5.29846847e+01
    1.00405585e+00    5.29845607e+01
    1.00426431e+00    5.29844369e+01
    1.00447281e+00    5.29843130e+01
    1.00468135e+00    5.29841892e+01
    1.00488994e+00    5.29840655e+01
    1.00509857e+00    5.29839418e+01
    1.00530724e+00    5.29838182e+01
    1.00551596e+00    5.29836946e+01
    1.00572472e+00    5.29835711e+01
    1.00593352e+00    5.29834476e+01
    1.00614236e+00    5.29833242e+01
    1.00635125e+00    5.29832008e+01
    1.00656019e+00    5.29830775e+01
    1.00676916e+00    5.29829543e+01
    1.00697818e+00    5.29828310e+01
    1.00718725e+00    5.29827079e+01
    1.00739635e+00    5.29825848e+01
    1.00760550e+00    5.29824617e+01
    1.00781469e+00    5.29823387e+01
    1.00802393e+00    5.29822158e+01
    1.00823321e+00    5.29820929e+01
    1.00844253e+00    5.29819700e+01
    1.00865190e+00    5.29818472e+01
    1.00886131e+00    5.29817245e+01
    1.00907077e+00    5.29816018e+01
    1.00928026e+00    5.29814791e+01
    1.00948980e+00    5.29813565e+01
    1.00969939e+00    5.29812340e+01
    1.00990902e+00    5.29811115e+01
    1.01011869e+00    5.29809891e+01
    1.01032840e+00    5.29808667e+01
    1.01053816e+00    5.29807444e+01
    1.01074796e+00    5.29806221e+01
    1.01095781e+00    5.29804999e+01
    1.01116770e+00    5.29803777e+01
    1.01137763e+00    5.29802556e+01
    1.01158761e+00    5.29801335e+01
    1.01179763e+00    5.29800115e+01
    1.01200769e+00    5.29798895e+01
    1.01221780e+00    5.29797676e+01
    1.01242795e+00    5.29796457e+01
    1.01263814e+00    5.29795239e+01
    1.01284838e+00    5.29794021e+01
    1.01305866e+00    5.29792804e+01
    1.01326899e+00    5.29791588e+01
    1.01347936e+00    5.29790371e+01
    1.01368977e+00    5.29789156e+01
    1.01390022e+00    5.29787941e+01
    1.01411072e+00    5.29786726e+01
    1.01432127e+00    5.29785512e+01
    1.01453186e+00    5.29784299e+01
    1.01474249e+00    5.29783086e+01
    1.01495316e+00    5.29781873e+01
    1.01516388e+00    5.29780661e+01
    1.01537464e+00    5.29779449e+01
    1.01558545e+00    5.29778238e+01
    1.01579630e+00    5.29777028e+01
    1.01600719e+00    5.29775818e+01
    1.01621813e+00    5.29774609e+01
    1.01642911e+00    5.29773400e+01
    1.01664014e+00    5.29772191e+01
    1.01685121e+00    5.29770983e+01
    1.01706232e+00    5.29769776e+01
    1.01727347e+00    5.29768569e+01
    1.01748467e+00    5.29767362e+01
    1.01769592e+00    5.29766157e+01
    1.01790721e+00    5.29764951e+01
    1.01811854e+00    5.29763746e+01
    1.01832991e+00    5.29762542e+01
    1.01854133e+00    5.29761338e+01
    1.01875280e+00    5.29760135e+01
    1.01896431e+00    5.29758932e+01
    1.01917586e+00    5.29757729e+01
    1.01938745e+00    5.29756528e+01
    1.01959909e+00    5.29755326e+01
    1.01981077e+00    5.29754125e+01
    1.02002250e+00    5.29752925e+01
    1.02023427e+00    5.29751725e+01
    1.02044609e+00    5.29750526e+01
    1.02065795e+00    5.29749327e+01
    1.02086985e+00    5.29748129e+01
    1.02108180e+00    5.29746931e+01
    1.02129379e+00    5.29745734e+01
    1.02150582e+00    5.29744537e+01
    1.02171790e+00    5.29743341e+01
    1.02193002e+00    5.29742145e+01
    1.02214219e+00    5.29740950e+01
    1.02235440e+00    5.29739755e+01
    1.02256666e+00    5.29738561e+01
    1.02277896e+00    5.29737367e+01
    1.02299130e+00    5.29736174e+01
    1.02320369e+00    5.29734981e+01
    1.02341612e+00    5.29733789e+01
    1.02362860e+00    5.29732597e+01
    1.02384112e+00    5.29731406e+01
    1.02405368e+00    5.29730215e+01
    1.02426629e+00    5.29729025e+01
    1.02447894e+00    5.29727835e+01
    1.02469164e+00    5.29726646e+01
    1.02490438e+00    5.29725457e+01
    1.02511716e+00    5.29724269e+01
    1.02532999e+00    5.29723081e+01
    1.02554286e+00    5.29721894e+01
    1.02575578e+00    5.29720707e+01
    1.02596874e+00    5.29719521e+01
    1.02618175e+00    5.29718335e+01
    1.02639480e+00    5.29717150e+01
    1.02660789e+00    5.29715965e+01
    1.02682103e+00    5.29714781e+01
    1.02703421e+00    5.29713597e+01
    1.02724744e+00    5.29712414e+01
    1.02746071e+00    5.29711231e+01
    1.02767402e+00    5.29710049e+01
    1.02788738e+00    5.29708867e+01
    1.02810079e+00    5.29707686e+01
    1.02831424e+00    5.29706505e+01
    1.02852773e+00    5.29705325e+01
    1.02874127e+00    5.29704145e+01
    1.02895485e+00    5.29702966e+01
    1.02916847e+00    5.29701787e+01
    1.02938214e+00    5.29700609e+01
    1.02959586e+00    5.29699431e+01
