# RvB, Thu Jun 26 16:41:55 2025
#
# Atmospheric refraction angle calculation using 2-layer Cassini approximation with parameters: 
# Tobs =      14.41 [deg C] observatory ambient temperature
# Pobs =     744.70 [hPa] observatory ambient pressure
# PWV =      744.70 [mm] Precipitable Water Vapor column
# h0w =     2000.00 [m] assumed height of moist air layer
# z =         47.86 [deg] zenith angle
#
#       wavelength             angle
#         [micron]          [arcsec]
    1.00010340e+00    4.58762624e+01
    1.00031103e+00    4.58761541e+01
    1.00051871e+00    4.58760459e+01
    1.00072643e+00    4.58759377e+01
    1.00093420e+00    4.58758296e+01
    1.00114201e+00    4.58757215e+01
    1.00134986e+00    4.58756134e+01
    1.00155775e+00    4.58755055e+01
    1.00176569e+00    4.58753975e+01
    1.00197367e+00    4.58752896e+01
    1.00218169e+00    4.58751818e+01
    1.00238976e+00    4.58750740e+01
    1.00259787e+00    4.58749662e+01
    1.00280603e+00    4.58748585e+01
    1.00301422e+00    4.58747508e+01
    1.00322246e+00    4.58746432e+01
    1.00343075e+00    4.58745356e+01
    1.00363907e+00    4.58744281e+01
    1.00384744e+00    4.58743206e+01
    1.00405585e+00    4.58742131e+01
    1.00426431e+00    4.58741057e+01
    1.00447281e+00    4.58739984e+01
    1.00468135e+00    4.58738911e+01
    1.00488994e+00    4.58737838e+01
    1.00509857e+00    4.58736766e+01
    1.00530724e+00    4.58735694e+01
    1.00551596e+00    4.58734622e+01
    1.00572472e+00    4.58733552e+01
    1.00593352e+00    4.58732481e+01
    1.00614236e+00    4.58731411e+01
    1.00635125e+00    4.58730342e+01
    1.00656019e+00    4.58729273e+01
    1.00676916e+00    4.58728204e+01
    1.00697818e+00    4.58727136e+01
    1.00718725e+00    4.58726068e+01
    1.00739635e+00    4.58725001e+01
    1.00760550e+00    4.58723934e+01
    1.00781469e+00    4.58722868e+01
    1.00802393e+00    4.58721802e+01
    1.00823321e+00    4.58720737e+01
    1.00844253e+00    4.58719672e+01
    1.00865190e+00    4.58718607e+01
    1.00886131e+00    4.58717543e+01
    1.00907077e+00    4.58716479e+01
    1.00928026e+00    4.58715416e+01
    1.00948980e+00    4.58714353e+01
    1.00969939e+00    4.58713291e+01
    1.00990902e+00    4.58712229e+01
    1.01011869e+00    4.58711168e+01
    1.01032840e+00    4.58710107e+01
    1.01053816e+00    4.58709046e+01
    1.01074796e+00    4.58707986e+01
    1.01095781e+00    4.58706926e+01
    1.01116770e+00    4.58705867e+01
    1.01137763e+00    4.58704808e+01
    1.01158761e+00    4.58703750e+01
    1.01179763e+00    4.58702692e+01
    1.01200769e+00    4.58701635e+01
    1.01221780e+00    4.58700578e+01
    1.01242795e+00    4.58699521e+01
    1.01263814e+00    4.58698465e+01
    1.01284838e+00    4.58697410e+01
    1.01305866e+00    4.58696354e+01
    1.01326899e+00    4.58695300e+01
    1.01347936e+00    4.58694245e+01
    1.01368977e+00    4.58693192e+01
    1.01390022e+00    4.58692138e+01
    1.01411072e+00    4.58691085e+01
    1.01432127e+00    4.58690032e+01
    1.01453186e+00    4.58688981e+01
    1.01474249e+00    4.58687929e+01
    1.01495316e+00    4.58686878e+01
    1.01516388e+00    4.58685827e+01
    1.01537464e+00    4.58684777e+01
    1.01558545e+00    4.58683727e+01
    1.01579630e+00    4.58682677e+01
    1.01600719e+00    4.58681628e+01
    1.01621813e+00    4.58680580e+01
    1.01642911e+00    4.58679532e+01
    1.01664014e+00    4.58678484e+01
    1.01685121e+00    4.58677437e+01
    1.01706232e+00    4.58676390e+01
    1.01727347e+00    4.58675344e+01
    1.01748467e+00    4.58674298e+01
    1.01769592e+00    4.58673252e+01
    1.01790721e+00    4.58672207e+01
    1.01811854e+00    4.58671163e+01
    1.01832991e+00    4.58670118e+01
    1.01854133e+00    4.58669075e+01
    1.01875280e+00    4.58668031e+01
    1.01896431e+00    4.58666989e+01
    1.01917586e+00    4.58665946e+01
    1.01938745e+00    4.58664904e+01
    1.01959909e+00    4.58663863e+01
    1.01981077e+00    4.58662822e+01
    1.02002250e+00    4.58661781e+01
    1.02023427e+00    4.58660741e+01
    1.02044609e+00    4.58659701e+01
    1.02065795e+00    4.58658662e+01
    1.02086985e+00    4.58657623e+01
    1.02108180e+00    4.58656584e+01
    1.02129379e+00    4.58655546e+01
    1.02150582e+00    4.58654509e+01
    1.02171790e+00    4.58653472e+01
    1.02193002e+00    4.58652435e+01
    1.02214219e+00    4.58651399e+01
    1.02235440e+00    4.58650363e+01
    1.02256666e+00    4.58649327e+01
    1.02277896e+00    4.58648292e+01
    1.02299130e+00    4.58647258e+01
    1.02320369e+00    4.58646224e+01
    1.02341612e+00    4.58645190e+01
    1.02362860e+00    4.58644157e+01
    1.02384112e+00    4.58643124e+01
    1.02405368e+00    4.58642092e+01
    1.02426629e+00    4.58641060e+01
    1.02447894e+00    4.58640028e+01
    1.02469164e+00    4.58638997e+01
    1.02490438e+00    4.58637967e+01
    1.02511716e+00    4.58636936e+01
    1.02532999e+00    4.58635907e+01
    1.02554286e+00    4.58634877e+01
    1.02575578e+00    4.58633848e+01
    1.02596874e+00    4.58632820e+01
    1.02618175e+00    4.58631792e+01
    1.02639480e+00    4.58630764e+01
    1.02660789e+00    4.58629737e+01
    1.02682103e+00    4.58628711e+01
    1.02703421e+00    4.58627684e+01
    1.02724744e+00    4.58626658e+01
    1.02746071e+00    4.58625633e+01
    1.02767402e+00    4.58624608e+01
    1.02788738e+00    4.58623583e+01
    1.02810079e+00    4.58622559e+01
    1.02831424e+00    4.58621535e+01
    1.02852773e+00    4.58620512e+01
    1.02874127e+00    4.58619489e+01
    1.02895485e+00    4.58618467e+01
    1.02916847e+00    4.58617445e+01
    1.02938214e+00    4.58616423e+01
    1.02959586e+00    4.58615402e+01
    1.02980962e+00    4.58614382e+01
    1.03002342e+00    4.58613361e+01
    1.03023727e+00    4.58612341e+01
    1.03045116e+00    4.58611322e+01
    1.03066509e+00    4.58610303e+01
    1.03087907e+00    4.58609284e+01
    1.03109310e+00    4.58608266e+01
    1.03130717e+00    4.58607249e+01
    1.03152128e+00    4.58606231e+01
    1.03173544e+00    4.58605215e+01
    1.03194964e+00    4.58604198e+01
    1.03216389e+00    4.58603182e+01
    1.03237818e+00    4.58602167e+01
    1.03259252e+00    4.58601151e+01
    1.03280690e+00    4.58600137e+01
    1.03302133e+00    4.58599122e+01
    1.03323580e+00    4.58598108e+01
    1.03345031e+00    4.58597095e+01
    1.03366487e+00    4.58596082e+01
    1.03387947e+00    4.58595069e+01
    1.03409412e+00    4.58594057e+01
    1.03430881e+00    4.58593046e+01
    1.03452355e+00    4.58592034e+01
    1.03473833e+00    4.58591023e+01
    1.03495316e+00    4.58590013e+01
    1.03516803e+00    4.58589003e+01
    1.03538294e+00    4.58587993e+01
    1.03559790e+00    4.58586984e+01
    1.03581291e+00    4.58585975e+01
    1.03602796e+00    4.58584967e+01
    1.03624305e+00    4.58583959e+01
    1.03645819e+00    4.58582952e+01
    1.03667337e+00    4.58581945e+01
    1.03688860e+00    4.58580938e+01
    1.03710388e+00    4.58579932e+01
    1.03731919e+00    4.58578926e+01
    1.03753456e+00    4.58577920e+01
    1.03774996e+00    4.58576916e+01
    1.03796541e+00    4.58575911e+01
    1.03818091e+00    4.58574907e+01
    1.03839645e+00    4.58573903e+01
    1.03861204e+00    4.58572900e+01
    1.03882767e+00    4.58571897e+01
    1.03904334e+00    4.58570895e+01
    1.03925906e+00    4.58569893e+01
    1.03947483e+00    4.58568891e+01
    1.03969064e+00    4.58567890e+01
    1.03990649e+00    4.58566889e+01
    1.04012239e+00    4.58565889e+01
    1.04033833e+00    4.58564889e+01
    1.04055432e+00    4.58563889e+01
    1.04077036e+00    4.58562890e+01
    1.04098644e+00    4.58561892e+01
    1.04120256e+00    4.58560894e+01
    1.04141873e+00    4.58559896e+01
    1.04163494e+00    4.58558898e+01
    1.04185120e+00    4.58557901e+01
    1.04206750e+00    4.58556905e+01
    1.04228385e+00    4.58555909e+01
    1.04250024e+00    4.58554913e+01
    1.04271668e+00    4.58553918e+01
    1.04293316e+00    4.58552923e+01
