# RvB, Thu Jun 26 16:41:54 2025
#
# Atmospheric refraction angle calculation using 2-layer Cassini approximation with parameters: 
# Tobs =      14.41 [deg C] observatory ambient temperature
# Pobs =     744.70 [hPa] observatory ambient pressure
# PWV =      744.70 [mm] Precipitable Water Vapor column
# h0w =     2000.00 [m] assumed height of moist air layer
# z =         45.82 [deg] zenith angle
#
#       wavelength             angle
#         [micron]          [arcsec]
    1.00010340e+00    4.27352652e+01
    1.00031103e+00    4.27351644e+01
    1.00051871e+00    4.27350636e+01
    1.00072643e+00    4.27349630e+01
    1.00093420e+00    4.27348623e+01
    1.00114201e+00    4.27347617e+01
    1.00134986e+00    4.27346611e+01
    1.00155775e+00    4.27345606e+01
    1.00176569e+00    4.27344601e+01
    1.00197367e+00    4.27343597e+01
    1.00218169e+00    4.27342593e+01
    1.00238976e+00    4.27341589e+01
    1.00259787e+00    4.27340586e+01
    1.00280603e+00    4.27339584e+01
    1.00301422e+00    4.27338581e+01
    1.00322246e+00    4.27337579e+01
    1.00343075e+00    4.27336578e+01
    1.00363907e+00    4.27335577e+01
    1.00384744e+00    4.27334576e+01
    1.00405585e+00    4.27333576e+01
    1.00426431e+00    4.27332576e+01
    1.00447281e+00    4.27331577e+01
    1.00468135e+00    4.27330578e+01
    1.00488994e+00    4.27329580e+01
    1.00509857e+00    4.27328582e+01
    1.00530724e+00    4.27327584e+01
    1.00551596e+00    4.27326587e+01
    1.00572472e+00    4.27325590e+01
    1.00593352e+00    4.27324594e+01
    1.00614236e+00    4.27323598e+01
    1.00635125e+00    4.27322602e+01
    1.00656019e+00    4.27321607e+01
    1.00676916e+00    4.27320612e+01
    1.00697818e+00    4.27319618e+01
    1.00718725e+00    4.27318624e+01
    1.00739635e+00    4.27317631e+01
    1.00760550e+00    4.27316638e+01
    1.00781469e+00    4.27315645e+01
    1.00802393e+00    4.27314653e+01
    1.00823321e+00    4.27313661e+01
    1.00844253e+00    4.27312670e+01
    1.00865190e+00    4.27311679e+01
    1.00886131e+00    4.27310688e+01
    1.00907077e+00    4.27309698e+01
    1.00928026e+00    4.27308709e+01
    1.00948980e+00    4.27307719e+01
    1.00969939e+00    4.27306731e+01
    1.00990902e+00    4.27305742e+01
    1.01011869e+00    4.27304754e+01
    1.01032840e+00    4.27303767e+01
    1.01053816e+00    4.27302779e+01
    1.01074796e+00    4.27301793e+01
    1.01095781e+00    4.27300806e+01
    1.01116770e+00    4.27299820e+01
    1.01137763e+00    4.27298835e+01
    1.01158761e+00    4.27297850e+01
    1.01179763e+00    4.27296865e+01
    1.01200769e+00    4.27295881e+01
    1.01221780e+00    4.27294897e+01
    1.01242795e+00    4.27293913e+01
    1.01263814e+00    4.27292930e+01
    1.01284838e+00    4.27291948e+01
    1.01305866e+00    4.27290966e+01
    1.01326899e+00    4.27289984e+01
    1.01347936e+00    4.27289002e+01
    1.01368977e+00    4.27288021e+01
    1.01390022e+00    4.27287041e+01
    1.01411072e+00    4.27286061e+01
    1.01432127e+00    4.27285081e+01
    1.01453186e+00    4.27284102e+01
    1.01474249e+00    4.27283123e+01
    1.01495316e+00    4.27282144e+01
    1.01516388e+00    4.27281166e+01
    1.01537464e+00    4.27280189e+01
    1.01558545e+00    4.27279211e+01
    1.01579630e+00    4.27278235e+01
    1.01600719e+00    4.27277258e+01
    1.01621813e+00    4.27276282e+01
    1.01642911e+00    4.27275306e+01
    1.01664014e+00    4.27274331e+01
    1.01685121e+00    4.27273356e+01
    1.01706232e+00    4.27272382e+01
    1.01727347e+00    4.27271408e+01
    1.01748467e+00    4.27270435e+01
    1.01769592e+00    4.27269461e+01
    1.01790721e+00    4.27268489e+01
    1.01811854e+00    4.27267516e+01
    1.01832991e+00    4.27266544e+01
    1.01854133e+00    4.27265573e+01
    1.01875280e+00    4.27264602e+01
    1.01896431e+00    4.27263631e+01
    1.01917586e+00    4.27262661e+01
    1.01938745e+00    4.27261691e+01
    1.01959909e+00    4.27260722e+01
    1.01981077e+00    4.27259753e+01
    1.02002250e+00    4.27258784e+01
    1.02023427e+00    4.27257816e+01
    1.02044609e+00    4.27256848e+01
    1.02065795e+00    4.27255880e+01
    1.02086985e+00    4.27254913e+01
    1.02108180e+00    4.27253947e+01
    1.02129379e+00    4.27252981e+01
    1.02150582e+00    4.27252015e+01
    1.02171790e+00    4.27251049e+01
    1.02193002e+00    4.27250084e+01
    1.02214219e+00    4.27249120e+01
    1.02235440e+00    4.27248156e+01
    1.02256666e+00    4.27247192e+01
    1.02277896e+00    4.27246228e+01
    1.02299130e+00    4.27245266e+01
    1.02320369e+00    4.27244303e+01
    1.02341612e+00    4.27243341e+01
    1.02362860e+00    4.27242379e+01
    1.02384112e+00    4.27241418e+01
    1.02405368e+00    4.27240457e+01
    1.02426629e+00    4.27239496e+01
    1.02447894e+00    4.27238536e+01
    1.02469164e+00    4.27237577e+01
    1.02490438e+00    4.27236617e+01
    1.02511716e+00    4.27235658e+01
    1.02532999e+00    4.27234700e+01
    1.02554286e+00    4.27233742e+01
    1.02575578e+00    4.27232784e+01
    1.02596874e+00    4.27231827e+01
    1.02618175e+00    4.27230870e+01
    1.02639480e+00    4.27229913e+01
    1.02660789e+00    4.27228957e+01
    1.02682103e+00    4.27228002e+01
    1.02703421e+00    4.27227046e+01
    1.02724744e+00    4.27226091e+01
    1.02746071e+00    4.27225137e+01
    1.02767402e+00    4.27224183e+01
    1.02788738e+00    4.27223229e+01
    1.02810079e+00    4.27222276e+01
    1.02831424e+00    4.27221323e+01
    1.02852773e+00    4.27220371e+01
    1.02874127e+00    4.27219419e+01
    1.02895485e+00    4.27218467e+01
    1.02916847e+00    4.27217516e+01
    1.02938214e+00    4.27216565e+01
    1.02959586e+00    4.27215614e+01
    1.02980962e+00    4.27214664e+01
    1.03002342e+00    4.27213715e+01
    1.03023727e+00    4.27212765e+01
    1.03045116e+00    4.27211816e+01
    1.03066509e+00    4.27210868e+01
    1.03087907e+00    4.27209920e+01
    1.03109310e+00    4.27208972e+01
    1.03130717e+00    4.27208025e+01
    1.03152128e+00    4.27207078e+01
    1.03173544e+00    4.27206132e+01
    1.03194964e+00    4.27205186e+01
    1.03216389e+00    4.27204240e+01
    1.03237818e+00    4.27203295e+01
    1.03259252e+00    4.27202350e+01
    1.03280690e+00    4.27201405e+01
    1.03302133e+00    4.27200461e+01
    1.03323580e+00    4.27199517e+01
    1.03345031e+00    4.27198574e+01
    1.03366487e+00    4.27197631e+01
    1.03387947e+00    4.27196689e+01
    1.03409412e+00    4.27195747e+01
    1.03430881e+00    4.27194805e+01
    1.03452355e+00    4.27193864e+01
    1.03473833e+00    4.27192923e+01
    1.03495316e+00    4.27191982e+01
    1.03516803e+00    4.27191042e+01
    1.03538294e+00    4.27190102e+01
    1.03559790e+00    4.27189163e+01
    1.03581291e+00    4.27188224e+01
    1.03602796e+00    4.27187286e+01
    1.03624305e+00    4.27186347e+01
    1.03645819e+00    4.27185410e+01
