# RvB, Thu Jun 26 16:41:54 2025
#
# Atmospheric refraction angle calculation using 2-layer Cassini approximation with parameters: 
# Tobs =      14.41 [deg C] observatory ambient temperature
# Pobs =     744.70 [hPa] observatory ambient pressure
# PWV =      744.70 [mm] Precipitable Water Vapor column
# h0w =     2000.00 [m] assumed height of moist air layer
# z =         41.75 [deg] zenith angle
#
#       wavelength             angle
#         [micron]          [arcsec]
    1.00010340e+00    3.70722412e+01
    1.00031103e+00    3.70721538e+01
    1.00051871e+00    3.70720663e+01
    1.00072643e+00    3.70719789e+01
    1.00093420e+00    3.70718916e+01
    1.00114201e+00    3.70718043e+01
    1.00134986e+00    3.70717170e+01
    1.00155775e+00    3.70716298e+01
    1.00176569e+00    3.70715425e+01
    1.00197367e+00    3.70714554e+01
    1.00218169e+00    3.70713683e+01
    1.00238976e+00    3.70712812e+01
    1.00259787e+00    3.70711941e+01
    1.00280603e+00    3.70711071e+01
    1.00301422e+00    3.70710201e+01
    1.00322246e+00    3.70709331e+01
    1.00343075e+00    3.70708462e+01
    1.00363907e+00    3.70707594e+01
    1.00384744e+00    3.70706725e+01
    1.00405585e+00    3.70705857e+01
    1.00426431e+00    3.70704989e+01
    1.00447281e+00    3.70704122e+01
    1.00468135e+00    3.70703255e+01
    1.00488994e+00    3.70702389e+01
    1.00509857e+00    3.70701522e+01
    1.00530724e+00    3.70700657e+01
    1.00551596e+00    3.70699791e+01
    1.00572472e+00    3.70698926e+01
    1.00593352e+00    3.70698061e+01
    1.00614236e+00    3.70697197e+01
    1.00635125e+00    3.70696333e+01
    1.00656019e+00    3.70695469e+01
    1.00676916e+00    3.70694606e+01
    1.00697818e+00    3.70693743e+01
    1.00718725e+00    3.70692881e+01
    1.00739635e+00    3.70692018e+01
    1.00760550e+00    3.70691156e+01
    1.00781469e+00    3.70690295e+01
    1.00802393e+00    3.70689434e+01
    1.00823321e+00    3.70688573e+01
    1.00844253e+00    3.70687713e+01
    1.00865190e+00    3.70686853e+01
    1.00886131e+00    3.70685993e+01
    1.00907077e+00    3.70685134e+01
    1.00928026e+00    3.70684275e+01
    1.00948980e+00    3.70683416e+01
    1.00969939e+00    3.70682558e+01
    1.00990902e+00    3.70681700e+01
    1.01011869e+00    3.70680843e+01
    1.01032840e+00    3.70679986e+01
    1.01053816e+00    3.70679129e+01
    1.01074796e+00    3.70678273e+01
    1.01095781e+00    3.70677417e+01
    1.01116770e+00    3.70676561e+01
    1.01137763e+00    3.70675706e+01
    1.01158761e+00    3.70674851e+01
    1.01179763e+00    3.70673996e+01
    1.01200769e+00    3.70673142e+01
    1.01221780e+00    3.70672288e+01
    1.01242795e+00    3.70671434e+01
    1.01263814e+00    3.70670581e+01
    1.01284838e+00    3.70669728e+01
    1.01305866e+00    3.70668876e+01
    1.01326899e+00    3.70668024e+01
    1.01347936e+00    3.70667172e+01
    1.01368977e+00    3.70666321e+01
    1.01390022e+00    3.70665470e+01
    1.01411072e+00    3.70664619e+01
    1.01432127e+00    3.70663769e+01
    1.01453186e+00    3.70662919e+01
    1.01474249e+00    3.70662069e+01
    1.01495316e+00    3.70661220e+01
    1.01516388e+00    3.70660371e+01
    1.01537464e+00    3.70659523e+01
    1.01558545e+00    3.70658674e+01
    1.01579630e+00    3.70657827e+01
    1.01600719e+00    3.70656979e+01
    1.01621813e+00    3.70656132e+01
    1.01642911e+00    3.70655285e+01
    1.01664014e+00    3.70654439e+01
    1.01685121e+00    3.70653593e+01
    1.01706232e+00    3.70652747e+01
    1.01727347e+00    3.70651902e+01
    1.01748467e+00    3.70651057e+01
    1.01769592e+00    3.70650213e+01
    1.01790721e+00    3.70649368e+01
    1.01811854e+00    3.70648524e+01
    1.01832991e+00    3.70647681e+01
    1.01854133e+00    3.70646838e+01
    1.01875280e+00    3.70645995e+01
    1.01896431e+00    3.70645152e+01
    1.01917586e+00    3.70644310e+01
    1.01938745e+00    3.70643469e+01
    1.01959909e+00    3.70642627e+01
    1.01981077e+00    3.70641786e+01
    1.02002250e+00    3.70640946e+01
    1.02023427e+00    3.70640105e+01
    1.02044609e+00    3.70639265e+01
    1.02065795e+00    3.70638426e+01
    1.02086985e+00    3.70637586e+01
    1.02108180e+00    3.70636747e+01
    1.02129379e+00    3.70635909e+01
    1.02150582e+00    3.70635071e+01
    1.02171790e+00    3.70634233e+01
    1.02193002e+00    3.70633395e+01
    1.02214219e+00    3.70632558e+01
    1.02235440e+00    3.70631721e+01
    1.02256666e+00    3.70630885e+01
    1.02277896e+00    3.70630049e+01
    1.02299130e+00    3.70629213e+01
    1.02320369e+00    3.70628378e+01
    1.02341612e+00    3.70627543e+01
    1.02362860e+00    3.70626708e+01
    1.02384112e+00    3.70625873e+01
    1.02405368e+00    3.70625040e+01
    1.02426629e+00    3.70624206e+01
    1.02447894e+00    3.70623373e+01
    1.02469164e+00    3.70622540e+01
    1.02490438e+00    3.70621707e+01
    1.02511716e+00    3.70620875e+01
    1.02532999e+00    3.70620043e+01
    1.02554286e+00    3.70619211e+01
    1.02575578e+00    3.70618380e+01
    1.02596874e+00    3.70617549e+01
    1.02618175e+00    3.70616719e+01
    1.02639480e+00    3.70615889e+01
    1.02660789e+00    3.70615059e+01
    1.02682103e+00    3.70614230e+01
    1.02703421e+00    3.70613400e+01
    1.02724744e+00    3.70612572e+01
    1.02746071e+00    3.70611743e+01
    1.02767402e+00    3.70610915e+01
    1.02788738e+00    3.70610088e+01
    1.02810079e+00    3.70609260e+01
    1.02831424e+00    3.70608433e+01
    1.02852773e+00    3.70607606e+01
    1.02874127e+00    3.70606780e+01
    1.02895485e+00    3.70605954e+01
    1.02916847e+00    3.70605129e+01
    1.02938214e+00    3.70604303e+01
    1.02959586e+00    3.70603478e+01
    1.02980962e+00    3.70602654e+01
    1.03002342e+00    3.70601830e+01
    1.03023727e+00    3.70601006e+01
    1.03045116e+00    3.70600182e+01
    1.03066509e+00    3.70599359e+01
    1.03087907e+00    3.70598536e+01
    1.03109310e+00    3.70597714e+01
    1.03130717e+00    3.70596892e+01
    1.03152128e+00    3.70596070e+01
    1.03173544e+00    3.70595248e+01
    1.03194964e+00    3.70594427e+01
    1.03216389e+00    3.70593606e+01
    1.03237818e+00    3.70592786e+01
    1.03259252e+00    3.70591966e+01
    1.03280690e+00    3.70591146e+01
    1.03302133e+00    3.70590327e+01
    1.03323580e+00    3.70589508e+01
    1.03345031e+00    3.70588689e+01
    1.03366487e+00    3.70587871e+01
    1.03387947e+00    3.70587053e+01
    1.03409412e+00    3.70586235e+01
    1.03430881e+00    3.70585418e+01
    1.03452355e+00    3.70584601e+01
    1.03473833e+00    3.70583784e+01
    1.03495316e+00    3.70582968e+01
    1.03516803e+00    3.70582152e+01
    1.03538294e+00    3.70581336e+01
    1.03559790e+00    3.70580521e+01
    1.03581291e+00    3.70579706e+01
    1.03602796e+00    3.70578891e+01
