# RvB, Thu Jun 26 16:41:54 2025
#
# Atmospheric refraction angle calculation using 2-layer Cassini approximation with parameters: 
# Tobs =      14.41 [deg C] observatory ambient temperature
# Pobs =     744.70 [hPa] observatory ambient pressure
# PWV =      744.70 [mm] Precipitable Water Vapor column
# h0w =     2000.00 [m] assumed height of moist air layer
# z =         47.86 [deg] zenith angle
#
#       wavelength             angle
#         [micron]          [arcsec]
    1.00010340e+00    4.58789378e+01
    1.00031103e+00    4.58788296e+01
    1.00051871e+00    4.58787214e+01
    1.00072643e+00    4.58786133e+01
    1.00093420e+00    4.58785052e+01
    1.00114201e+00    4.58783971e+01
    1.00134986e+00    4.58782891e+01
    1.00155775e+00    4.58781812e+01
    1.00176569e+00    4.58780732e+01
    1.00197367e+00    4.58779654e+01
    1.00218169e+00    4.58778576e+01
    1.00238976e+00    4.58777498e+01
    1.00259787e+00    4.58776421e+01
    1.00280603e+00    4.58775344e+01
    1.00301422e+00    4.58774268e+01
    1.00322246e+00    4.58773192e+01
    1.00343075e+00    4.58772116e+01
    1.00363907e+00    4.58771041e+01
    1.00384744e+00    4.58769966e+01
    1.00405585e+00    4.58768892e+01
    1.00426431e+00    4.58767819e+01
    1.00447281e+00    4.58766745e+01
    1.00468135e+00    4.58765673e+01
    1.00488994e+00    4.58764600e+01
    1.00509857e+00    4.58763528e+01
    1.00530724e+00    4.58762457e+01
    1.00551596e+00    4.58761386e+01
    1.00572472e+00    4.58760315e+01
    1.00593352e+00    4.58759245e+01
    1.00614236e+00    4.58758176e+01
    1.00635125e+00    4.58757106e+01
    1.00656019e+00    4.58756038e+01
    1.00676916e+00    4.58754969e+01
    1.00697818e+00    4.58753902e+01
    1.00718725e+00    4.58752834e+01
    1.00739635e+00    4.58751767e+01
    1.00760550e+00    4.58750701e+01
    1.00781469e+00    4.58749635e+01
    1.00802393e+00    4.58748569e+01
    1.00823321e+00    4.58747504e+01
    1.00844253e+00    4.58746439e+01
    1.00865190e+00    4.58745375e+01
    1.00886131e+00    4.58744311e+01
    1.00907077e+00    4.58743248e+01
    1.00928026e+00    4.58742185e+01
    1.00948980e+00    4.58741123e+01
    1.00969939e+00    4.58740061e+01
    1.00990902e+00    4.58738999e+01
    1.01011869e+00    4.58737938e+01
    1.01032840e+00    4.58736878e+01
    1.01053816e+00    4.58735817e+01
    1.01074796e+00    4.58734757e+01
    1.01095781e+00    4.58733698e+01
    1.01116770e+00    4.58732639e+01
    1.01137763e+00    4.58731581e+01
    1.01158761e+00    4.58730523e+01
    1.01179763e+00    4.58729465e+01
    1.01200769e+00    4.58728408e+01
    1.01221780e+00    4.58727352e+01
    1.01242795e+00    4.58726295e+01
    1.01263814e+00    4.58725240e+01
    1.01284838e+00    4.58724184e+01
    1.01305866e+00    4.58723129e+01
    1.01326899e+00    4.58722075e+01
    1.01347936e+00    4.58721021e+01
    1.01368977e+00    4.58719968e+01
    1.01390022e+00    4.58718914e+01
    1.01411072e+00    4.58717862e+01
    1.01432127e+00    4.58716810e+01
    1.01453186e+00    4.58715758e+01
    1.01474249e+00    4.58714707e+01
    1.01495316e+00    4.58713656e+01
    1.01516388e+00    4.58712605e+01
    1.01537464e+00    4.58711555e+01
    1.01558545e+00    4.58710506e+01
    1.01579630e+00    4.58709457e+01
    1.01600719e+00    4.58708408e+01
    1.01621813e+00    4.58707360e+01
    1.01642911e+00    4.58706312e+01
    1.01664014e+00    4.58705265e+01
    1.01685121e+00    4.58704218e+01
    1.01706232e+00    4.58703171e+01
    1.01727347e+00    4.58702125e+01
    1.01748467e+00    4.58701080e+01
    1.01769592e+00    4.58700035e+01
    1.01790721e+00    4.58698990e+01
    1.01811854e+00    4.58697946e+01
    1.01832991e+00    4.58696902e+01
    1.01854133e+00    4.58695858e+01
    1.01875280e+00    4.58694815e+01
    1.01896431e+00    4.58693773e+01
    1.01917586e+00    4.58692731e+01
    1.01938745e+00    4.58691689e+01
    1.01959909e+00    4.58690648e+01
    1.01981077e+00    4.58689607e+01
    1.02002250e+00    4.58688567e+01
    1.02023427e+00    4.58687527e+01
    1.02044609e+00    4.58686488e+01
    1.02065795e+00    4.58685449e+01
    1.02086985e+00    4.58684410e+01
    1.02108180e+00    4.58683372e+01
    1.02129379e+00    4.58682334e+01
    1.02150582e+00    4.58681297e+01
    1.02171790e+00    4.58680260e+01
    1.02193002e+00    4.58679224e+01
    1.02214219e+00    4.58678188e+01
    1.02235440e+00    4.58677152e+01
    1.02256666e+00    4.58676117e+01
    1.02277896e+00    4.58675083e+01
    1.02299130e+00    4.58674049e+01
    1.02320369e+00    4.58673015e+01
    1.02341612e+00    4.58671981e+01
    1.02362860e+00    4.58670948e+01
    1.02384112e+00    4.58669916e+01
    1.02405368e+00    4.58668884e+01
    1.02426629e+00    4.58667853e+01
    1.02447894e+00    4.58666821e+01
    1.02469164e+00    4.58665791e+01
    1.02490438e+00    4.58664760e+01
    1.02511716e+00    4.58663730e+01
    1.02532999e+00    4.58662701e+01
    1.02554286e+00    4.58661672e+01
    1.02575578e+00    4.58660643e+01
    1.02596874e+00    4.58659615e+01
    1.02618175e+00    4.58658588e+01
    1.02639480e+00    4.58657560e+01
    1.02660789e+00    4.58656534e+01
    1.02682103e+00    4.58655507e+01
    1.02703421e+00    4.58654481e+01
    1.02724744e+00    4.58653456e+01
    1.02746071e+00    4.58652431e+01
    1.02767402e+00    4.58651406e+01
    1.02788738e+00    4.58650382e+01
    1.02810079e+00    4.58649358e+01
    1.02831424e+00    4.58648335e+01
    1.02852773e+00    4.58647311e+01
    1.02874127e+00    4.58646289e+01
    1.02895485e+00    4.58645267e+01
    1.02916847e+00    4.58644245e+01
    1.02938214e+00    4.58643224e+01
    1.02959586e+00    4.58642203e+01
    1.02980962e+00    4.58641183e+01
    1.03002342e+00    4.58640163e+01
    1.03023727e+00    4.58639144e+01
    1.03045116e+00    4.58638124e+01
    1.03066509e+00    4.58637106e+01
    1.03087907e+00    4.58636087e+01
    1.03109310e+00    4.58635070e+01
    1.03130717e+00    4.58634052e+01
    1.03152128e+00    4.58633035e+01
    1.03173544e+00    4.58632019e+01
    1.03194964e+00    4.58631003e+01
    1.03216389e+00    4.58629987e+01
    1.03237818e+00    4.58628972e+01
    1.03259252e+00    4.58627957e+01
    1.03280690e+00    4.58626943e+01
    1.03302133e+00    4.58625929e+01
    1.03323580e+00    4.58624915e+01
    1.03345031e+00    4.58623902e+01
    1.03366487e+00    4.58622890e+01
    1.03387947e+00    4.58621877e+01
    1.03409412e+00    4.58620865e+01
    1.03430881e+00    4.58619854e+01
    1.03452355e+00    4.58618843e+01
    1.03473833e+00    4.58617833e+01
    1.03495316e+00    4.58616822e+01
    1.03516803e+00    4.58615813e+01
    1.03538294e+00    4.58614803e+01
    1.03559790e+00    4.58613795e+01
    1.03581291e+00    4.58612786e+01
    1.03602796e+00    4.58611778e+01
    1.03624305e+00    4.58610771e+01
    1.03645819e+00    4.58609763e+01
    1.03667337e+00    4.58608757e+01
    1.03688860e+00    4.58607750e+01
    1.03710388e+00    4.58606745e+01
    1.03731919e+00    4.58605739e+01
    1.03753456e+00    4.58604734e+01
    1.03774996e+00    4.58603729e+01
    1.03796541e+00    4.58602725e+01
    1.03818091e+00    4.58601722e+01
    1.03839645e+00    4.58600718e+01
    1.03861204e+00    4.58599715e+01
    1.03882767e+00    4.58598713e+01
    1.03904334e+00    4.58597711e+01
    1.03925906e+00    4.58596709e+01
    1.03947483e+00    4.58595708e+01
    1.03969064e+00    4.58594707e+01
    1.03990649e+00    4.58593707e+01
    1.04012239e+00    4.58592707e+01
    1.04033833e+00    4.58591707e+01
